review_id,review_priority,problem_type,imported_athlete_2019,discipline,suggested_existing_athlete_id,suggested_existing_athlete,suggested_existing_country,suggestion_confidence,collision_or_change_countries,decision,action,country,notes,imported_2019_results_by_country,existing_athlete_2018_results_by_country,future_country_evidence
athlete_match_16b04530535bc6bd,bulk_candidate,possible_existing_athlete_match,Ivan Karasev,MAG,1248,Ivan Karasyev,RUS,0.96,RUS,merge as same athlete,,,,RUS: 2019 - Larisa Latynina Cup (14 results),RUS: 2018 - Russian Junior Championships (16 results),Ivan Karasev: 2020: RUS:19 | Ivan Karasyev: not found 2020-2025
athlete_match_2266be0fb4f3d81c,bulk_candidate,possible_existing_athlete_match,Javidan Babaev,MAG,1349,Javidan Babayev,AZE,0.966,AZE,merge as same athlete,,,,AZE: 2019 - Larisa Latynina Cup (4 results),AZE: 2018 - European Championships (4 results); 2018 - International Junior Team Cup (4 results),Javidan Babaev: not found 2020-2025 | Javidan Babayev: 2020: AZE:1 / 2021: AZE:4 / 2022: AZE:3
athlete_match_d6a6b4206f853a2d,bulk_candidate,possible_existing_athlete_match,Joao Vieira,MAG,1408,Joao Viera,BRA,0.952,BRA,merge as same athlete,,,,BRA: 2019 - Junior World Championships (12 results),BRA: 2018 - Brazilian Junior Championships (12 results),Joao Vieira: not found 2020-2025 | Joao Viera: not found 2020-2025
athlete_match_e236f13768cb5018,bulk_candidate,possible_existing_athlete_match,Joona Reimann,MAG,1438,Joona Reiman,FIN,0.96,FIN,merge as same athlete,,,,FIN: 2019 - International Junior Team Cup (7 results),FIN: 2018 - Finnish Championships (16 results),Joona Reimann: not found 2020-2025 | Joona Reiman: 2020: FIN:33 / 2021: FIN:39 / 2022: FIN:123 / 2023: FIN:10 / 2024: FIN:33 / 2025: FIN:24
athlete_match_46d4776b77865f5a,bulk_candidate,possible_existing_athlete_match,Jorden O'Connell Inns,MAG,1444,Jorden O'Connell-Inns,NZL,0.952,NZL,merge as same athlete,,,,NZL: 2019 - Australian Championships (6 results),NZL: 2018 - New Zealand Championships (11 results); 2018 - World Championships (3 results),Jorden O'Connell Inns: not found 2020-2025 | Jorden O'Connell-Inns: 2020: NZL:2 / 2021: NZL:9 / 2022: NZL:12 / 2024: NZL:10
athlete_match_237f316c3b5ef9d2,bulk_candidate,possible_existing_athlete_match,Justine Ace de Leon,MAG,1520,Justine Ace Deleon,PHI,0.973,PHI,merge as same athlete,,,,PHI: 2019 - Southeast Asian Games (5 results); 2019 - Toyota International (5 results),PHI: 2018 - Singapore Open (12 results),Justine Ace de Leon: 2020: PHI:1 / 2022: PHI:3 / 2023: PHI:23 / 2024: PHI:15 / 2025: PHI:10 | Justine Ace Deleon: not found 2020-2025
athlete_match_3dc3715be24f1227,bulk_candidate,possible_existing_athlete_match,Kasper Sjøtun,MAG,1543,Kasper Sjøthun,NOR,0.963,NOR,merge as same athlete,,,,NOR: 2019 - Unni & Haralds Trophy (9 results),NOR: 2018 - European Championships (3 results); 2018 - Norwegian Championships (7 results); 2018 - Unni & Haralds Trophy (13 results),Kasper Sjøtun: not found 2020-2025 | Kasper Sjøthun: 2020: NOR:17 / 2021: NOR:19 / 2023: NOR:23
athlete_match_36290c70b7c74bb4,bulk_candidate,possible_existing_athlete_match,Kaya Skjoddal,WAG,5130,Kaya Skjolddal,NOR,0.963,NOR,merge as same athlete,,,,NOR: 2019 - Norwegian Junior Championships (5 results),NOR: 2018 - Unni & Haralds Trophy (3 results),Kaya Skjoddal: not found 2020-2025 | Kaya Skjolddal: 2021: NOR:7 / 2022: NOR:2
athlete_match_3163a13efee4af26,bulk_candidate,possible_existing_athlete_match,Ketki Gokhale,WAG,5149,Ketki Gokhle,IND,0.96,IND,merge as same athlete,,,,IND: 2019 - Indian Championships (5 results),IND: 2018 - Indian Championships (4 results),Ketki Gokhale: not found 2020-2025 | Ketki Gokhle: not found 2020-2025
athlete_match_e80044ddfff424db,bulk_candidate,possible_existing_athlete_match,Keziah Langendock,WAG,5150,Keziah Langendonck,BEL,0.971,BEL,merge as same athlete,,,,BEL: 2019 - Belgian Championships (5 results); 2019 - Elite Gym Massilia (4 results); 2019 - FIT Challenge (6 results); 2019 - Top 12 Series 1 (1 result),BEL: 2018 - Belgian Championships (5 results); 2018 - Top Gym Tournament (9 results); 2018 - Tournoi International (6 results),Keziah Langendock: 2020: BEL:8 / 2022: BEL:5 | Keziah Langendonck: not found 2020-2025
athlete_match_1f2714059953030f,bulk_candidate,possible_existing_athlete_match,Kumi Sangkheong,MAG,1594,Khumi Sangkheong,BAN,0.968,BAN,merge as same athlete,,,,BAN: 2019 - Singapore Open (7 results),BAN: 2018 - Asian Junior Championships (5 results),Kumi Sangkheong: not found 2020-2025 | Khumi Sangkheong: not found 2020-2025
athlete_match_5566796fc04a8d1b,bulk_candidate,possible_existing_athlete_match,Laia Privado,WAG,5234,Laila Privado,ESP,0.96,ESP,merge as same athlete,,,,ESP: 2019 - 1st Spanish League (3 results); 2019 - 2nd Spanish League (5 results); 2019 - 3rd Spanish League (3 results); 2020 - 1st Spanish League (2020 season) (2 results),ESP: 2018 - 3rd Spanish League (5 results),Laia Privado: 2020: ESP:3 / 2021: ESP:5 / 2022: ESP:4 / 2023: ESP:7 / 2024: ESP:7 | Laila Privado: not found 2020-2025
athlete_match_67b07e3b04009111,bulk_candidate,possible_existing_athlete_match,Leader Skreien,MAG,1669,Leander Skreien,NOR,0.966,NOR,merge as same athlete,,,,NOR: 2019 - Unni & Haralds Trophy (7 results),NOR: 2018 - Unni & Haralds Trophy (7 results),Leader Skreien: not found 2020-2025 | Leander Skreien: not found 2020-2025
athlete_match_89efd0f3b7edbf9a,bulk_candidate,possible_existing_athlete_match,Leo Blumenberg,MAG,1681,Leo Blumnenberg,SWE,0.966,SWE,merge as same athlete,,,,SWE: 2019 - Mälar Cup (4 results); 2019 - Swedish Championships (9 results),SWE: 2018 - Swedish Championships (13 results),Leo Blumenberg: 2020: SWE:7 / 2021: SWE:4 / 2022: SWE:4 / 2023: SWE:6 / 2025: SWE:2 | Leo Blumnenberg: not found 2020-2025
athlete_match_251a11ad41030530,bulk_candidate,possible_existing_athlete_match,Lilli Habisreutinger,WAG,5379,Lili Habisreutinger,SUI,0.974,SUI,merge as same athlete,,,,SUI: 2019 - European Youth Olympic Festival (10 results); 2019 - Swiss Junior Championships (11 results); 2019 - Swiss Team Championships (5 results); 2019 - Swiss Turnfest (5 results),SUI: 2018 - Elek Matolay Memorial (13 results); 2018 - Tournoi International (5 results),Lilli Habisreutinger: 2021: SUI:27 / 2022: SUI:23 / 2023: SUI:5 / 2024: SUI:11 / 2025: SUI:9 | Lili Habisreutinger: not found 2020-2025
athlete_match_e36a072b76f3e20b,bulk_candidate,possible_existing_athlete_match,Makhammadumar Mamadliyev,MAG,1847,Makhammadumar Mamadaliyev,RUS,0.98,RUS,merge as same athlete,,,,RUS: 2019 - Russian Cup (14 results),RUS: 2018 - Russian Championships (17 results),Makhammadumar Mamadliyev: not found 2020-2025 | Makhammadumar Mamadaliyev: 2021: RUS:29 / 2022: RUS:16
athlete_match_ba2eb03cb17917a0,bulk_candidate,possible_existing_athlete_match,Maksymillan Ciechanski,MAG,1857,Maksymilian Ciechanski,POL,0.955,POL,merge as same athlete,,,,POL: 2019 - Polish Men's Cup (5 results),POL: 2018 - Polish Championships (12 results),Maksymillan Ciechanski: not found 2020-2025 | Maksymilian Ciechanski: not found 2020-2025
athlete_match_ac62bebd4bd55ba2,bulk_candidate,possible_existing_athlete_match,Maria Belyetskaya,WAG,5687,Maria Beletskaya,RUS,0.97,RUS,merge as same athlete,,,,RUS: 2019 - Russian Junior Championships (10 results),RUS: 2018 - Russian Junior Championships (12 results),Maria Belyetskaya: not found 2020-2025 | Maria Beletskaya: not found 2020-2025
athlete_match_6680e0aeb51d9a46,bulk_candidate,possible_existing_athlete_match,Marlie Männersdorfer,WAG,5792,Marlies Männersdorfer,AUT,0.976,AUT,merge as same athlete,,,,AUT: 2019 - Osijek Challenge Cup (2 results),AUT: 2018 - Austrian Championships (8 results); 2018 - Austrian Team Open (5 results); 2018 - Budapest Friendly (5 results); 2018 - European Championships (1 result),Marlie Männersdorfer: not found 2020-2025 | Marlies Männersdorfer: 2020: AUT:8 / 2021: AUT:38 / 2022: AUT:5
athlete_match_774cf8dfda8b7e2f,bulk_candidate,possible_existing_athlete_match,Marta Villar,WAG,5809,Marta Villa,ESP,0.957,ESP,merge as same athlete,,,,ESP: 2019 - 1st Spanish League (3 results); 2019 - 2nd Spanish League (3 results); 2019 - 3rd Spanish League (3 results); 2020 - 1st Spanish League (2020 season) (3 results),ESP: 2018 - 3rd Spanish League (3 results),Marta Villar: 2020: ESP:5 | Marta Villa: not found 2020-2025
athlete_match_28489a09de3d90ab,bulk_candidate,possible_existing_athlete_match,Matthew Dac Bang,MAG,1929,Mathew Dac Bang,CAN,0.968,CAN,merge as same athlete,,,,CAN: 2019 - Canadian Championships (3 results),CAN: 2018 - Canadian Championships (10 results),Matthew Dac Bang: not found 2020-2025 | Mathew Dac Bang: not found 2020-2025
athlete_match_1134a635e682263f,bulk_candidate,possible_existing_athlete_match,Michael Sorokin,MAG,2006,Michael Sorokine,ISR,0.968,ISR,merge as same athlete,,,,ISR: 2019 - Cottbus World Cup (4 results),ISR: 2018 - DTB Team Challenge (7 results); 2018 - European Championships (7 results); 2018 - Israeli Championships (7 results); 2018 - Koper Challenge Cup (2 results); 2018 - Osijek Challenge Cup (1 result); 2018 - Paris Challenge Cup (2 results); 2018 - Stella Zakharova Cup (9 results); 2018 - Szombathely Challenge Cup (1 result); 2018 - World Championships (7 results),Michael Sorokin: not found 2020-2025 | Michael Sorokine: 2021: ISR:13 / 2022: ISR:4
athlete_match_57975258dac665f9,bulk_candidate,possible_existing_athlete_match,Mukhammadzhon Iakubov,MAG,2097,Mukhammadzhon Yakubov,RUS,0.952,RUS,merge as same athlete,,,,RUS: 2019 - European Youth Olympic Festival (18 results); 2019 - International Junior Team Cup (12 results),RUS: 2018 - Russian Junior Championships (18 results),Mukhammadzhon Iakubov: not found 2020-2025 | Mukhammadzhon Yakubov: 2021: RUS:40 / 2022: RUS:44 / 2023: RUS:53 / 2024: RUS:19 / 2025: RUS:88
athlete_match_8658439b88872f1f,bulk_candidate,possible_existing_athlete_match,Nahel Bounane,MAG,2106,Nahel Bouanane,IRL,0.963,IRL,merge as same athlete,,,,IRL: 2019 - Irish Championships (4 results),IRL: 2018 - Irish Championships (1 result),Nahel Bounane: not found 2020-2025 | Nahel Bouanane: not found 2020-2025
athlete_match_9eda02d073a36a3c,bulk_candidate,possible_existing_athlete_match,Naoki Yamane,MAG,3034,Yamane Naoki,JPN,1.0,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (9 results); 2019 - All-Japan Event Championships (1 result); 2019 - All-Japan Student Championships (9 results); 2019 - All-Japan Team Championships (3 results),JPN: 2018 - All-Japan Event Championships (3 results),Naoki Yamane: 2020: JPN:11 / 2021: JPN:2 / 2022: JPN:11 | Yamane Naoki: not found 2020-2025
athlete_match_310a7f3e15c42a63,bulk_candidate,possible_existing_athlete_match,Nattipong Aeadwong,MAG,48,Aeadwong Nattipong,THA,1.0,THA,merge as same athlete,,,,THA: 2019 - Zhaoqing Challenge Cup (9 results),THA: 2018 - Asian Games (10 results); 2018 - Singapore Open (11 results),Nattipong Aeadwong: not found 2020-2025 | Aeadwong Nattipong: not found 2020-2025
athlete_match_24bb43b7a8c110ca,bulk_candidate,possible_existing_athlete_match,Niccolo Mozzato,MAG,2148,Nicolo Mozzato,ITA,0.966,ITA,merge as same athlete,,,,ITA: 2019 - Cottbus World Cup (2 results); 2019 - World Championships (7 results),ITA: 2018 - 1st Italian Serie A (7 results); 2018 - 2nd Italian Serie A (7 results); 2018 - 3rd Italian Serie A (7 results); 2018 - European Championships (9 results); 2018 - International Junior Team Cup (9 results); 2018 - Italian Championships (9 results),Niccolo Mozzato: not found 2020-2025 | Nicolo Mozzato: 2020: ITA:39 / 2021: ITA:8 / 2022: ITA:28 / 2023: ITA:7
athlete_match_bc946d802d43c48f,bulk_candidate,possible_existing_athlete_match,Nicolo Vannucchi,MAG,2129,Niccolo Vannucchi,ITA,0.97,ITA,merge as same athlete,,,,ITA: 2019 - Mediterranean Championships (11 results),ITA: 2018 - Italian Championships (4 results),Nicolo Vannucchi: not found 2020-2025 | Niccolo Vannucchi: 2020: ITA:15 / 2021: ITA:41 / 2022: ITA:55 / 2023: ITA:17
athlete_match_c4c5002db532bb1e,bulk_candidate,possible_existing_athlete_match,Nikita Kolesnikov,MAG,2158,Nikita Kolyesnikov,RUS,0.971,RUS,merge as same athlete,,,,RUS: 2019 - Russian Junior Championships (14 results),RUS: 2018 - Russian Junior Championships (7 results),Nikita Kolesnikov: 2022: RUS:14 / 2023: RUS:7 / 2024: RUS:7 / 2025: RUS:21 | Nikita Kolyesnikov: not found 2020-2025
athlete_match_2b6cd9b32492c561,bulk_candidate,possible_existing_athlete_match,Oleg Ivanovs,MAG,2216,Olegs Ivanovs,LAT,0.96,LAT,merge as same athlete,,,,LAT: 2019 - Osijek Challenge Cup (7 results),LAT: 2018 - European Championships (9 results); 2018 - International Junior Team Cup (10 results); 2018 - Latvian Championships (17 results); 2018 - Youth Olympic Games (18 results); 2018 - Youth Olympic Games Qualifier (7 results),Oleg Ivanovs: not found 2020-2025 | Olegs Ivanovs: 2020: LAT:12
athlete_match_5c9e48a69d52df03,bulk_candidate,possible_existing_athlete_match,Oliver Condron,MAG,2222,Oliver Condon,GBR,0.963,GBR,merge as same athlete,,,,GBR: 2019 - English Championships (7 results),GBR: 2018 - British Championships (10 results); 2018 - English Championships (7 results),Oliver Condron: not found 2020-2025 | Oliver Condon: not found 2020-2025
athlete_match_bf4834abaf89d71a,bulk_candidate,possible_existing_athlete_match,Oliver Zavel,MAG,2229,Oliver Zavela,USA,0.96,USA,merge as same athlete,,,,USA: 2019 - U.S. Championships D1 (7 results); 2019 - U.S. Championships D2 (7 results),USA: 2018 - U.S. Championships (14 results); 2018 - U.S. Men's National Qualifier (7 results),Oliver Zavel: 2020: USA:14 / 2023: USA:14 | Oliver Zavela: not found 2020-2025
athlete_match_aac7271154ef3e82,bulk_candidate,possible_existing_athlete_match,Patricie Markovickova,WAG,6219,Patricie Makovickova,CZE,0.976,CZE,merge as same athlete,,,,CZE: 2019 - Horizon Cup (5 results); 2019 - Leverkusen Cup (5 results),CZE: 2018 - Leverkusen Cup (5 results),Patricie Markovickova: not found 2020-2025 | Patricie Makovickova: 2021: CZE:24 / 2022: CZE:53 / 2023: CZE:51 / 2024: CZE:39 / 2025: CZE:32
athlete_match_997b7b1db902dc3d,bulk_candidate,possible_existing_athlete_match,Rachel McMaster,WAG,6301,Rachael McMaster,IRL,0.968,IRL,merge as same athlete,,,,IRL: 2019 - Reykjavik International Games (5 results),IRL: 2018 - Irish Championships (5 results),Rachel McMaster: 2023: IRL:9 / 2024: IRL:15 | Rachael McMaster: 2025: IRL:15
athlete_match_877c29127ec84f6c,bulk_candidate,possible_existing_athlete_match,Radel Akhmeyev,MAG,2356,Radyel Akhmeyev,RUS,0.966,RUS,merge as same athlete,,,,RUS: 2019 - Russian Championships (7 results),RUS: 2018 - Russian Championships (14 results),Radel Akhmeyev: not found 2020-2025 | Radyel Akhmeyev: not found 2020-2025
athlete_match_175fb73de4987184,bulk_candidate,possible_existing_athlete_match,Rccardo Barbiero,MAG,2423,Riccardo Barbiero,ITA,0.97,ITA,merge as same athlete,,,,ITA: 2019 - 2nd Italian Serie A (5 results),ITA: 2018 - 1st Italian Serie A (4 results); 2018 - 2nd Italian Serie A (7 results); 2018 - 3rd Italian Serie A (4 results),Rccardo Barbiero: not found 2020-2025 | Riccardo Barbiero: 2020: ITA:19 / 2021: ITA:4 / 2022: ITA:8
athlete_match_732c66b8b0d435c1,bulk_candidate,possible_existing_athlete_match,Renato Pripic,MAG,2398,Renato Prpic,CRO,0.96,CRO,merge as same athlete,,,,CRO: 2019 - Koper Challenge Cup (1 result),CRO: 2018 - Koper Challenge Cup (1 result); 2018 - Salamunov Memorial (1 result),Renato Pripic: not found 2020-2025 | Renato Prpic: not found 2020-2025
athlete_match_fc95b05d17cec331,bulk_candidate,possible_existing_athlete_match,Rihards Plate,MAG,2430,Richards Plate,LAT,0.963,LAT,merge as same athlete,,,,LAT: 2019 - Junior World Championships (7 results),LAT: 2018 - Dityatin Cup (11 results),Rihards Plate: not found 2020-2025 | Richards Plate: not found 2020-2025
athlete_match_d66063bd371c74fd,bulk_candidate,possible_existing_athlete_match,Rinne Sakatani,WAG,6370,Rin'ne Sakatani,JPN,0.966,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (5 results); 2019 - All-Japan Junior Championships (5 results); 2019 - All-Japan Team Championships (3 results); 2019 - City of Jesolo Trophy (7 results),JPN: 2018 - All-Japan Team Championships (3 results),Rinne Sakatani: 2020: JPN:5 / 2021: JPN:13 / 2022: JPN:11 / 2023: JPN:11 / 2024: JPN:5 | Rin'ne Sakatani: not found 2020-2025
athlete_match_2552eedf435712b9,bulk_candidate,possible_existing_athlete_match,Rochelle Hamilton-Kendall,WAG,6376,Rochelle Hamilton-Kendal,GBR,0.98,GBR,merge as same athlete,,,,GBR: 2019 - British Team Championships (5 results); 2019 - English Championships (5 results),GBR: 2018 - English Championships (5 results),Rochelle Hamilton-Kendall: not found 2020-2025 | Rochelle Hamilton-Kendal: not found 2020-2025
athlete_match_4c3e21a20eb448a5,bulk_candidate,possible_existing_athlete_match,Rok Klavoraa,MAG,2464,Rok Klavora,SLO,0.957,SLO,merge as same athlete,,,,SLO: 2019 - World Championships (1 result),SLO: 2018 - Baku World Cup (2 results); 2018 - Cottbus World Cup (1 result); 2018 - Doha World Cup (2 results); 2018 - European Championships (1 result); 2018 - Mediterranean Games (2 results); 2018 - Melbourne World Cup (2 results); 2018 - Osijek Challenge Cup (1 result); 2018 - Salamunov Memorial (1 result),Rok Klavoraa: not found 2020-2025 | Rok Klavora: 2020: SLO:4
athlete_match_2429ab3c4aea34e8,bulk_candidate,possible_existing_athlete_match,Sara Maltesti,WAG,6481,Sara Malatesti,ITA,0.963,ITA,merge as same athlete,,,,ITA: 2019 - 2nd Italian Serie A (3 results),ITA: 2018 - 1st Italian Serie A (5 results); 2018 - 2nd Italian Serie A (5 results); 2018 - 3rd Italian Serie A (5 results); 2018 - Italian Gold Championships (7 results),Sara Maltesti: not found 2020-2025 | Sara Malatesti: 2021: ITA:1 / 2022: ITA:5 / 2023: ITA:10
athlete_match_191c4f494faff688,bulk_candidate,possible_existing_athlete_match,Sean Yeo Xong,MAG,3062,Yeo Xong Sean,SGP,1.0,SGP,merge as same athlete,,,,SGP: 2019 - Singapore Open (2 results); 2019 - Southeast Asian Games (2 results); 2019 - Zhaoqing Challenge Cup (2 results),SGP: 2018 - Commonwealth Games (7 results); 2018 - Doha World Cup (2 results); 2018 - Melbourne World Cup (2 results),Sean Yeo Xong: not found 2020-2025 | Yeo Xong Sean: not found 2020-2025
athlete_match_683a9eb5f8f9c179,bulk_candidate,possible_existing_athlete_match,Sofia Dykalchuk,WAG,6659,Sofiia Dykalchuk,UKR,0.968,UKR,merge as same athlete,,,,UKR: 2019 - Ukrainian Championships (5 results),UKR: 2018 - Kiev Open Cup (5 results); 2018 - Youth Olympic Games Qualifier (5 results),Sofia Dykalchuk: not found 2020-2025 | Sofiia Dykalchuk: 2020: UKR:5 / 2021: UKR:5
athlete_match_7945832c2ab41fd1,bulk_candidate,possible_existing_athlete_match,Sofiya Krutsel,WAG,6632,Sofia Krutsel,BLR,0.963,BLR,merge as same athlete,,,,BLR: 2019 - European Games Test Event (5 results); 2019 - Voronin Cup (6 results),BLR: 2018 - Liepaja Championships (10 results),Sofiya Krutsel: not found 2020-2025 | Sofia Krutsel: not found 2020-2025
athlete_match_8292242cef4547fb,bulk_candidate,possible_existing_athlete_match,Stephan Vogl,MAG,2703,Stepan Vogl,CZE,0.957,CZE,merge as same athlete,,,,CZE: 2019 - International Junior Team Cup (7 results),CZE: 2018 - Olympic Hopes Cup (7 results); 2018 - Wohnen Juniors Trophy (7 results),Stephan Vogl: not found 2020-2025 | Stepan Vogl: 2021: CZE:9 / 2022: CZE:11
athlete_match_59492e59d01d0094,bulk_candidate,possible_existing_athlete_match,Tan Sze En,WAG,6743,Sze En Tan,SGP,1.0,SGP,merge as same athlete,,,,SGP: 2019 - Asian Championships (2 results); 2019 - Paris Challenge Cup (4 results); 2019 - Singapore Open (3 results); 2019 - World Championships (5 results),SGP: 2018 - Asian Games (3 results); 2018 - Buckeye Qualifier (5 results); 2018 - Singapore Championships (5 results); 2018 - WOGA Classic (5 results),Tan Sze En: 2021: SGP:2 | Sze En Tan: not found 2020-2025
athlete_match_aafccfd407abec8d,bulk_candidate,possible_existing_athlete_match,Terry Tay Wei An,MAG,2759,Tay Wei An Terry,SGP,1.0,SGP,merge as same athlete,,,,SGP: 2019 - Singapore Open (8 results); 2019 - Southeast Asian Games (7 results),SGP: 2018 - Melbourne World Cup (1 result),Terry Tay Wei An: 2022: SGP:18 / 2023: SGP:2 | Tay Wei An Terry: not found 2020-2025
athlete_match_0c5bfc7878a1df44,bulk_candidate,possible_existing_athlete_match,Thora Jörundardottir,WAG,6813,Thora Jorundardottir,ISL,0.95,ISL,merge as same athlete,,,,ISL: 2019 - GK Championships (2 results),ISL: 2018 - Welsh Championships (2 results),Thora Jörundardottir: not found 2020-2025 | Thora Jorundardottir: not found 2020-2025
athlete_match_b42aaa278b09adcb,bulk_candidate,possible_existing_athlete_match,Tissaupan Wichianpradit,MAG,2822,Tissanupan Wichianpradit,THA,0.979,THA,merge as same athlete,,,,THA: 2019 - Asian Championships (5 results),THA: 2018 - Asian Games (4 results),Tissaupan Wichianpradit: not found 2020-2025 | Tissanupan Wichianpradit: not found 2020-2025
athlete_match_0765deb53f14bc59,bulk_candidate,possible_existing_athlete_match,Tracie Ang,WAG,3512,Ang Tracie,MAS,1.0,MAS,merge as same athlete,,,,MAS: 2019 - Asian Championships (7 results); 2019 - Singapore Open (9 results); 2019 - Southeast Asian Games (7 results); 2019 - Stella Zakharova Cup (5 results); 2019 - World Championships (5 results),MAS: 2018 - Asian Games (9 results); 2018 - World Championships (5 results),Tracie Ang: not found 2020-2025 | Ang Tracie: not found 2020-2025
athlete_match_91390b86f5c943f7,bulk_candidate,possible_existing_athlete_match,Trevor Howaard,MAG,2855,Trevor Howard,USA,0.963,USA,merge as same athlete,,,,USA: 2019 - World Championships (1 result),USA: 2018 - Cottbus World Cup (6 results); 2018 - U.S. Championships (14 results); 2018 - U.S. Men's National Qualifier (5 results); 2018 - U.S. Men's World Team Selection (10 results),Trevor Howaard: not found 2020-2025 | Trevor Howard: 2020: USA:7 / 2021: USA:11
athlete_match_e90305e5a0aadc30,bulk_candidate,possible_existing_athlete_match,Valérie Menezes-Thibault,WAG,6886,Valerie Menezes-Thibault,CAN,0.958,CAN,merge as same athlete,,,,CAN: 2019 - Canadian Championships (10 results),CAN: 2018 - International Gymnix (2 results),Valérie Menezes-Thibault: 2020: CAN:24 | Valerie Menezes-Thibault: not found 2020-2025
athlete_match_8ecf26854ee7e962,bulk_candidate,possible_existing_athlete_match,Victoriane Charron,WAG,6933,Victorianne Charron,CAN,0.973,CAN,merge as same athlete,,,,CAN: 2019 - Tournoi International (11 results),CAN: 2018 - Tournoi International (10 results),Victoriane Charron: 2021: CAN:27 / 2022: CAN:53 / 2023: CAN:16 / 2024: CAN:11 / 2025: CAN:35 | Victorianne Charron: not found 2020-2025
athlete_match_1c2b1dcc4bb092c0,bulk_candidate,possible_existing_athlete_match,Yuliia Kozlik,WAG,7069,Yulia Kozlik,UKR,0.96,UKR,merge as same athlete,,,,UKR: 2019 - Ukrainian Championships (2 results),UKR: 2018 - Ukraine Cup (5 results),Yuliia Kozlik: not found 2020-2025 | Yulia Kozlik: not found 2020-2025
athlete_match_61bd5f82eed3ff5e,bulk_candidate,possible_existing_athlete_match,Zakariae Setti,MAG,2617,Setti Zakaria,MAR,0.963,MAR,merge as same athlete,,,,MAR: 2019 - African Games (6 results),MAR: 2018 - Gymnasiade (10 results),Zakariae Setti: 2022: MAR:4 / 2023: MAR:9 / 2024: MAR:3 | Setti Zakaria: not found 2020-2025
athlete_match_879cc0d4504c7b24,bulk_candidate,possible_existing_athlete_match,Zulfa Luqman Al Hafiz,MAG,1830,Luqman Al Hafiz Zulfa,MAS,1.0,MAS,merge as same athlete,,,,MAS: 2019 - Asian Junior Cup (10 results); 2019 - Singapore Open (10 results),MAS: 2018 - Asian Junior Championships (7 results),Zulfa Luqman Al Hafiz: not found 2020-2025 | Luqman Al Hafiz Zulfa: 2022: MAS:4 / 2023: MAS:19 / 2025: MAS:18
athlete_match_404f13548246fab9,medium,possible_existing_athlete_match,Adam Goldschmitt,MAG,30,Adam Goldschmidt,ISR,0.938,ISR,merge as same athlete,,,,ISR: 2019 - Israeli Championships (7 results),ISR: 2018 - Israeli Championships (7 results),Adam Goldschmitt: not found 2020-2025 | Adam Goldschmidt: not found 2020-2025
athlete_match_f19a742695200717,medium,possible_existing_athlete_match,Adelaïde Challes,WAG,3186,Adelaide Challes,FRA,0.938,FRA,merge as same athlete,,,,FRA: 2019 - Elite Gym Massilia (5 results),FRA: 2018 - Top 12 Series 1 (5 results); 2018 - Top 12 Series 2 (5 results),Adelaïde Challes: not found 2020-2025 | Adelaide Challes: 2023: FRA:6 / 2024: FRA:4
athlete_match_7a482e03df1fa322,medium,possible_existing_athlete_match,Adriana de Campos,WAG,3191,Adriana Campos,ESP,0.903,ESP,merge as same athlete,,,,ESP: 2019 - 1st Spanish League (2 results); 2019 - 3rd Spanish League (2 results); 2019 - Spanish League Finals (2 results); 2020 - 1st Spanish League (2020 season) (3 results),ESP: 2018 - 2nd Spanish League (2 results),Adriana de Campos: 2020: ESP:3 | Adriana Campos: not found 2020-2025
athlete_match_b6cf6f191d1306ed,medium,possible_existing_athlete_match,Ahmed Abu Al Soud,MAG,55,Ahmad Abu Al Soud,JOR,0.941,JOR,merge as same athlete,,,,JOR: 2019 - Asian Championships (2 results),JOR: 2018 - Koper Challenge Cup (2 results); 2018 - Mersin Challenge Cup (1 result); 2018 - World Championships (1 result),Ahmed Abu Al Soud: not found 2020-2025 | Ahmad Abu Al Soud: 2020: JOR:1 / 2021: JOR:7 / 2022: JOR:13 / 2023: JOR:13 / 2024: JOR:17 / 2025: JOR:10
athlete_match_c00a833563308ae2,medium,possible_existing_athlete_match,Aimée Meyer,WAG,3219,Aimee Meyer,SUI,0.909,SUI,merge as same athlete,,,,SUI: 2019 - Swiss Team Championships (2 results),SUI: 2018 - Tournoi International (5 results),Aimée Meyer: 2021: SUI:7 / 2023: SUI:14 | Aimee Meyer: 2022: SUI:10
athlete_match_b3e100f2c9825437,medium,possible_existing_athlete_match,Aina Soll,WAG,3224,Aina Sola,ESP,0.889,ESP,merge as same athlete,,,,ESP: 2019 - Spanish Championships (5 results),ESP: 2018 - Gymnova Cup (3 results),Aina Soll: not found 2020-2025 | Aina Sola: 2020: ESP:5 / 2021: ESP:20 / 2022: ESP:18 / 2023: ESP:1
athlete_match_6968a0711ae6737b,medium,possible_existing_athlete_match,Akiho Tokita,WAG,3238,Akiraho Tokita,JPN,0.923,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (5 results); 2019 - All-Japan Junior Championships (5 results); 2019 - City of Jesolo Trophy (5 results),JPN: 2018 - All-Japan Event Championships (1 result),Akiho Tokita: 2021: JPN:5 / 2022: JPN:5 / 2023: JPN:7 / 2024: JPN:17 / 2025: JPN:21 | Akiraho Tokita: not found 2020-2025
