review_id,review_priority,problem_type,athlete_name,discipline,suggested_existing_athlete,suggested_existing_country,suggestion_confidence,collision_countries,results_by_country,future_country_evidence,decision,action,country,notes
athlete_match_24bb43b7a8c110ca,bulk_candidate,possible_existing_athlete_match,Niccolo Mozzato,MAG,Nicolo Mozzato,ITA,0.966,ITA,ITA: 2019 - Cottbus World Cup (2 results); 2019 - World Championships (7 results),Niccolo Mozzato: not found 2020-2025 | Nicolo Mozzato: 2020: ITA:39 / 2021: ITA:8 / 2022: ITA:28 / 2023: ITA:7,,,,
athlete_match_bc946d802d43c48f,bulk_candidate,possible_existing_athlete_match,Nicolo Vannucchi,MAG,Niccolo Vannucchi,ITA,0.97,ITA,ITA: 2019 - Mediterranean Championships (11 results),Nicolo Vannucchi: not found 2020-2025 | Niccolo Vannucchi: 2020: ITA:15 / 2021: ITA:41 / 2022: ITA:55 / 2023: ITA:17,,,,
athlete_match_c4c5002db532bb1e,bulk_candidate,possible_existing_athlete_match,Nikita Kolesnikov,MAG,Nikita Kolyesnikov,RUS,0.971,RUS,RUS: 2019 - Russian Junior Championships (14 results),Nikita Kolesnikov: 2022: RUS:14 / 2023: RUS:7 / 2024: RUS:7 / 2025: RUS:21 | Nikita Kolyesnikov: not found 2020-2025,,,,
athlete_match_2b6cd9b32492c561,bulk_candidate,possible_existing_athlete_match,Oleg Ivanovs,MAG,Olegs Ivanovs,LAT,0.96,LAT,LAT: 2019 - Osijek Challenge Cup (7 results),Oleg Ivanovs: not found 2020-2025 | Olegs Ivanovs: 2020: LAT:12,,,,
athlete_match_5c9e48a69d52df03,bulk_candidate,possible_existing_athlete_match,Oliver Condron,MAG,Oliver Condon,GBR,0.963,GBR,GBR: 2019 - English Championships (7 results),Oliver Condron: not found 2020-2025 | Oliver Condon: not found 2020-2025,,,,
athlete_match_bf4834abaf89d71a,bulk_candidate,possible_existing_athlete_match,Oliver Zavel,MAG,Oliver Zavela,USA,0.96,USA,USA: 2019 - U.S. Championships D1 (7 results); 2019 - U.S. Championships D2 (7 results),Oliver Zavel: 2020: USA:14 / 2023: USA:14 | Oliver Zavela: not found 2020-2025,,,,
athlete_match_aac7271154ef3e82,bulk_candidate,possible_existing_athlete_match,Patricie Markovickova,WAG,Patricie Makovickova,CZE,0.976,CZE,CZE: 2019 - Horizon Cup (5 results); 2019 - Leverkusen Cup (5 results),Patricie Markovickova: not found 2020-2025 | Patricie Makovickova: 2021: CZE:24 / 2022: CZE:53 / 2023: CZE:51 / 2024: CZE:39 / 2025: CZE:32,,,,
athlete_match_997b7b1db902dc3d,bulk_candidate,possible_existing_athlete_match,Rachel McMaster,WAG,Rachael McMaster,IRL,0.968,IRL,IRL: 2019 - Reykjavik International Games (5 results),Rachel McMaster: 2023: IRL:9 / 2024: IRL:15 | Rachael McMaster: 2025: IRL:15,,,,
athlete_match_877c29127ec84f6c,bulk_candidate,possible_existing_athlete_match,Radel Akhmeyev,MAG,Radyel Akhmeyev,RUS,0.966,RUS,RUS: 2019 - Russian Championships (7 results),Radel Akhmeyev: not found 2020-2025 | Radyel Akhmeyev: not found 2020-2025,,,,
athlete_match_175fb73de4987184,bulk_candidate,possible_existing_athlete_match,Rccardo Barbiero,MAG,Riccardo Barbiero,ITA,0.97,ITA,ITA: 2019 - 2nd Italian Serie A (5 results),Rccardo Barbiero: not found 2020-2025 | Riccardo Barbiero: 2020: ITA:19 / 2021: ITA:4 / 2022: ITA:8,,,,
athlete_match_732c66b8b0d435c1,bulk_candidate,possible_existing_athlete_match,Renato Pripic,MAG,Renato Prpic,CRO,0.96,CRO,CRO: 2019 - Koper Challenge Cup (1 result),Renato Pripic: not found 2020-2025 | Renato Prpic: not found 2020-2025,,,,
athlete_match_fc95b05d17cec331,bulk_candidate,possible_existing_athlete_match,Rihards Plate,MAG,Richards Plate,LAT,0.963,LAT,LAT: 2019 - Junior World Championships (7 results),Rihards Plate: not found 2020-2025 | Richards Plate: not found 2020-2025,,,,
athlete_match_d66063bd371c74fd,bulk_candidate,possible_existing_athlete_match,Rinne Sakatani,WAG,Rin'ne Sakatani,JPN,0.966,JPN,JPN: 2019 - All-Japan Championships (5 results); 2019 - All-Japan Junior Championships (5 results); 2019 - All-Japan Team Championships (3 results); 2019 - City of Jesolo Trophy (7 results),Rinne Sakatani: 2020: JPN:5 / 2021: JPN:13 / 2022: JPN:11 / 2023: JPN:11 / 2024: JPN:5 | Rin'ne Sakatani: not found 2020-2025,,,,
athlete_match_2552eedf435712b9,bulk_candidate,possible_existing_athlete_match,Rochelle Hamilton-Kendall,WAG,Rochelle Hamilton-Kendal,GBR,0.98,GBR,GBR: 2019 - British Team Championships (5 results); 2019 - English Championships (5 results),Rochelle Hamilton-Kendall: not found 2020-2025 | Rochelle Hamilton-Kendal: not found 2020-2025,,,,
athlete_match_4c3e21a20eb448a5,bulk_candidate,possible_existing_athlete_match,Rok Klavoraa,MAG,Rok Klavora,SLO,0.957,SLO,SLO: 2019 - World Championships (1 result),Rok Klavoraa: not found 2020-2025 | Rok Klavora: 2020: SLO:4,,,,
athlete_match_2429ab3c4aea34e8,bulk_candidate,possible_existing_athlete_match,Sara Maltesti,WAG,Sara Malatesti,ITA,0.963,ITA,ITA: 2019 - 2nd Italian Serie A (3 results),Sara Maltesti: not found 2020-2025 | Sara Malatesti: 2021: ITA:1 / 2022: ITA:5 / 2023: ITA:10,,,,
athlete_match_191c4f494faff688,bulk_candidate,possible_existing_athlete_match,Sean Yeo Xong,MAG,Yeo Xong Sean,SGP,1.0,SGP,SGP: 2019 - Singapore Open (2 results); 2019 - Southeast Asian Games (2 results); 2019 - Zhaoqing Challenge Cup (2 results),Sean Yeo Xong: not found 2020-2025 | Yeo Xong Sean: not found 2020-2025,,,,
athlete_match_683a9eb5f8f9c179,bulk_candidate,possible_existing_athlete_match,Sofia Dykalchuk,WAG,Sofiia Dykalchuk,UKR,0.968,UKR,UKR: 2019 - Ukrainian Championships (5 results),Sofia Dykalchuk: not found 2020-2025 | Sofiia Dykalchuk: 2020: UKR:5 / 2021: UKR:5,,,,
athlete_match_7945832c2ab41fd1,bulk_candidate,possible_existing_athlete_match,Sofiya Krutsel,WAG,Sofia Krutsel,BLR,0.963,BLR,BLR: 2019 - European Games Test Event (5 results); 2019 - Voronin Cup (6 results),Sofiya Krutsel: not found 2020-2025 | Sofia Krutsel: not found 2020-2025,,,,
athlete_match_8292242cef4547fb,bulk_candidate,possible_existing_athlete_match,Stephan Vogl,MAG,Stepan Vogl,CZE,0.957,CZE,CZE: 2019 - International Junior Team Cup (7 results),Stephan Vogl: not found 2020-2025 | Stepan Vogl: 2021: CZE:9 / 2022: CZE:11,,,,
athlete_match_59492e59d01d0094,bulk_candidate,possible_existing_athlete_match,Tan Sze En,WAG,Sze En Tan,SGP,1.0,SGP,SGP: 2019 - Asian Championships (2 results); 2019 - Paris Challenge Cup (4 results); 2019 - Singapore Open (3 results); 2019 - World Championships (5 results),Tan Sze En: 2021: SGP:2 | Sze En Tan: not found 2020-2025,,,,
athlete_match_aafccfd407abec8d,bulk_candidate,possible_existing_athlete_match,Terry Tay Wei An,MAG,Tay Wei An Terry,SGP,1.0,SGP,SGP: 2019 - Singapore Open (8 results); 2019 - Southeast Asian Games (7 results),Terry Tay Wei An: 2022: SGP:18 / 2023: SGP:2 | Tay Wei An Terry: not found 2020-2025,,,,
athlete_match_0c5bfc7878a1df44,bulk_candidate,possible_existing_athlete_match,Thora Jörundardottir,WAG,Thora Jorundardottir,ISL,0.95,ISL,ISL: 2019 - GK Championships (2 results),Thora Jörundardottir: not found 2020-2025 | Thora Jorundardottir: not found 2020-2025,,,,
athlete_match_b42aaa278b09adcb,bulk_candidate,possible_existing_athlete_match,Tissaupan Wichianpradit,MAG,Tissanupan Wichianpradit,THA,0.979,THA,THA: 2019 - Asian Championships (5 results),Tissaupan Wichianpradit: not found 2020-2025 | Tissanupan Wichianpradit: not found 2020-2025,,,,
athlete_match_0765deb53f14bc59,bulk_candidate,possible_existing_athlete_match,Tracie Ang,WAG,Ang Tracie,MAS,1.0,MAS,MAS: 2019 - Asian Championships (7 results); 2019 - Singapore Open (9 results); 2019 - Southeast Asian Games (7 results); 2019 - Stella Zakharova Cup (5 results); 2019 - World Championships (5 results),Tracie Ang: not found 2020-2025 | Ang Tracie: not found 2020-2025,,,,
athlete_match_91390b86f5c943f7,bulk_candidate,possible_existing_athlete_match,Trevor Howaard,MAG,Trevor Howard,USA,0.963,USA,USA: 2019 - World Championships (1 result),Trevor Howaard: not found 2020-2025 | Trevor Howard: 2020: USA:7 / 2021: USA:11,,,,
athlete_match_e90305e5a0aadc30,bulk_candidate,possible_existing_athlete_match,Valérie Menezes-Thibault,WAG,Valerie Menezes-Thibault,CAN,0.958,CAN,CAN: 2019 - Canadian Championships (10 results),Valérie Menezes-Thibault: 2020: CAN:24 | Valerie Menezes-Thibault: not found 2020-2025,,,,
athlete_match_8ecf26854ee7e962,bulk_candidate,possible_existing_athlete_match,Victoriane Charron,WAG,Victorianne Charron,CAN,0.973,CAN,CAN: 2019 - Tournoi International (11 results),Victoriane Charron: 2021: CAN:27 / 2022: CAN:53 / 2023: CAN:16 / 2024: CAN:11 / 2025: CAN:35 | Victorianne Charron: not found 2020-2025,,,,
athlete_match_1c2b1dcc4bb092c0,bulk_candidate,possible_existing_athlete_match,Yuliia Kozlik,WAG,Yulia Kozlik,UKR,0.96,UKR,UKR: 2019 - Ukrainian Championships (2 results),Yuliia Kozlik: not found 2020-2025 | Yulia Kozlik: not found 2020-2025,,,,
athlete_match_61bd5f82eed3ff5e,bulk_candidate,possible_existing_athlete_match,Zakariae Setti,MAG,Setti Zakaria,MAR,0.963,MAR,MAR: 2019 - African Games (6 results),Zakariae Setti: 2022: MAR:4 / 2023: MAR:9 / 2024: MAR:3 | Setti Zakaria: not found 2020-2025,,,,
athlete_match_879cc0d4504c7b24,bulk_candidate,possible_existing_athlete_match,Zulfa Luqman Al Hafiz,MAG,Luqman Al Hafiz Zulfa,MAS,1.0,MAS,MAS: 2019 - Asian Junior Cup (10 results); 2019 - Singapore Open (10 results),Zulfa Luqman Al Hafiz: not found 2020-2025 | Luqman Al Hafiz Zulfa: 2022: MAS:4 / 2023: MAS:19 / 2025: MAS:18,,,,
athlete_match_404f13548246fab9,medium,possible_existing_athlete_match,Adam Goldschmitt,MAG,Adam Goldschmidt,ISR,0.938,ISR,ISR: 2019 - Israeli Championships (7 results),Adam Goldschmitt: not found 2020-2025 | Adam Goldschmidt: not found 2020-2025,,,,
athlete_match_f19a742695200717,medium,possible_existing_athlete_match,Adelaïde Challes,WAG,Adelaide Challes,FRA,0.938,FRA,FRA: 2019 - Elite Gym Massilia (5 results),Adelaïde Challes: not found 2020-2025 | Adelaide Challes: 2023: FRA:6 / 2024: FRA:4,,,,
athlete_match_7a482e03df1fa322,medium,possible_existing_athlete_match,Adriana de Campos,WAG,Adriana Campos,ESP,0.903,ESP,ESP: 2019 - 1st Spanish League (2 results); 2019 - 3rd Spanish League (2 results); 2019 - Spanish League Finals (2 results); 2020 - 1st Spanish League (2020 season) (3 results),Adriana de Campos: 2020: ESP:3 | Adriana Campos: not found 2020-2025,,,,
athlete_match_b6cf6f191d1306ed,medium,possible_existing_athlete_match,Ahmed Abu Al Soud,MAG,Ahmad Abu Al Soud,JOR,0.941,JOR,JOR: 2019 - Asian Championships (2 results),Ahmed Abu Al Soud: not found 2020-2025 | Ahmad Abu Al Soud: 2020: JOR:1 / 2021: JOR:7 / 2022: JOR:13 / 2023: JOR:13 / 2024: JOR:17 / 2025: JOR:10,,,,
athlete_match_c00a833563308ae2,medium,possible_existing_athlete_match,Aimée Meyer,WAG,Aimee Meyer,SUI,0.909,SUI,SUI: 2019 - Swiss Team Championships (2 results),Aimée Meyer: 2021: SUI:7 / 2023: SUI:14 | Aimee Meyer: 2022: SUI:10,,,,
athlete_match_b3e100f2c9825437,medium,possible_existing_athlete_match,Aina Soll,WAG,Aina Sola,ESP,0.889,ESP,ESP: 2019 - Spanish Championships (5 results),Aina Soll: not found 2020-2025 | Aina Sola: 2020: ESP:5 / 2021: ESP:20 / 2022: ESP:18 / 2023: ESP:1,,,,
athlete_match_6968a0711ae6737b,medium,possible_existing_athlete_match,Akiho Tokita,WAG,Akiraho Tokita,JPN,0.923,JPN,JPN: 2019 - All-Japan Championships (5 results); 2019 - All-Japan Junior Championships (5 results); 2019 - City of Jesolo Trophy (5 results),Akiho Tokita: 2021: JPN:5 / 2022: JPN:5 / 2023: JPN:7 / 2024: JPN:17 / 2025: JPN:21 | Akiraho Tokita: not found 2020-2025,,,,
athlete_match_f3306b9f32ca2f44,medium,possible_existing_athlete_match,Aksel Stendahl,MAG,Aksei Stendahl,NOR,0.929,NOR,NOR: 2019 - Norwegian Championships (7 results); 2019 - Norweigan Junior Championships (8 results); 2019 - Unni & Haralds Trophy (7 results),Aksel Stendahl: not found 2020-2025 | Aksei Stendahl: not found 2020-2025,,,,
athlete_match_934cde2aba55bb45,medium,possible_existing_athlete_match,Alegzander Metodiev,MAG,Alegzandar Metodiev,BUL,0.947,BUL,BUL: 2019 - Salamunov Memorial (9 results),Alegzander Metodiev: not found 2020-2025 | Alegzandar Metodiev: not found 2020-2025,,,,
athlete_match_51497201efd5c824,medium,possible_existing_athlete_match,Aleksandra Kalkutina,WAG,Alexandra Kalkutina,RUS,0.923,RUS,RUS: 2019 - Mälar Cup (6 results),Aleksandra Kalkutina: not found 2020-2025 | Alexandra Kalkutina: not found 2020-2025,,,,
athlete_match_b323d9870cd4af06,medium,possible_existing_athlete_match,Aleksei Bogdanov,MAG,Aleksey Bogdanov,RUS,0.938,RUS,RUS: 2019 - Russian Championships (7 results); 2019 - Russian Cup (14 results),Aleksei Bogdanov: not found 2020-2025 | Aleksey Bogdanov: not found 2020-2025,,,,
athlete_match_e3c4d7f0b5d56f95,medium,possible_existing_athlete_match,Aleksei Kosyanov,MAG,Aleksey Kosyanov,RUS,0.938,RUS,RUS: 2019 - Russian Championships (7 results),Aleksei Kosyanov: 2020: RUS:7 / 2021: RUS:14 | Aleksey Kosyanov: not found 2020-2025,,,,
athlete_match_f8e031c0e2cb1bdf,medium,possible_existing_athlete_match,Aleksey Usachyov,MAG,Aleksey Usachev,RUS,0.903,RUS,RUS: 2019 - Russian Junior Championships (19 results),Aleksey Usachyov: not found 2020-2025 | Aleksey Usachev: not found 2020-2025,,,,
athlete_match_dcdd73a78eed3e83,medium,possible_existing_athlete_match,Alen Demic,MAG,Alen Dimic,SLO,0.9,SLO,SLO: 2019 - Koper Challenge Cup (1 result),Alen Demic: not found 2020-2025 | Alen Dimic: not found 2020-2025,,,,
athlete_match_a3db27aba6bf2882,medium,possible_existing_athlete_match,Alva Fredriksson,WAG,Alva Eriksson,SWE,0.897,SWE,SWE: 2019 - Mälar Cup (5 results); 2019 - Swedish Championships (7 results),Alva Fredriksson: 2020: SWE:5 / 2021: SWE:2 / 2022: SWE:7 | Alva Eriksson: 2020: SWE:4 / 2021: SWE:32 / 2022: SWE:32 / 2023: SWE:3 / 2024: SWE:25 / 2025: SWE:30,,,,
athlete_match_87ed879efeab7b31,medium,possible_existing_athlete_match,Amrut N Mudrabet,MAG,Amrut Mudrabet,IND,0.933,IND,IND: 2019 - Indian Championships (12 results),Amrut N Mudrabet: not found 2020-2025 | Amrut Mudrabet: not found 2020-2025,,,,
athlete_match_097179e956a0cfac,medium,possible_existing_athlete_match,Anastasija Ananjeva,WAG,Anastasija Ananyeva,LAT,0.947,LAT,LAT: 2019 - Latvian Championships (10 results); 2019 - Tiger Cup (9 results); 2019 - Voronin Cup (5 results),Anastasija Ananjeva: 2020: LAT:5 / 2022: LAT:32 / 2023: LAT:60 / 2024: LAT:40 / 2025: LAT:41 | Anastasija Ananyeva: not found 2020-2025,,,,
athlete_match_9087706a8f2f2aea,medium,possible_existing_athlete_match,Anastasiya Ursu,WAG,Anastasiya Ursa,BLR,0.933,BLR,BLR: 2019 - European Games Test Event (5 results); 2019 - Junior World Championships (3 results),Anastasiya Ursu: 2021: BLR:5 | Anastasiya Ursa: not found 2020-2025,,,,
athlete_match_3e787c91dd363c2c,medium,possible_existing_athlete_match,Anaëlle Charpille,WAG,Anaelle Charpillet,FRA,0.914,FRA,FRA: 2019 - Tournoi International (5 results),Anaëlle Charpille: not found 2020-2025 | Anaelle Charpillet: not found 2020-2025,,,,
athlete_match_42ac10f2a9777662,medium,possible_existing_athlete_match,Anaëlle Charpillet,WAG,Anaelle Charpillet,FRA,0.944,FRA,FRA: 2019 - Tournoi International (1 result),Anaëlle Charpillet: not found 2020-2025 | Anaelle Charpillet: not found 2020-2025,,,,
athlete_match_a2d020b5f37c39a4,medium,possible_existing_athlete_match,Andrei Abdullin,MAG,Andrey Abdullin,RUS,0.933,RUS,RUS: 2019 - Russian Junior Championships (15 results),Andrei Abdullin: not found 2020-2025 | Andrey Abdullin: not found 2020-2025,,,,
athlete_match_5fa28f3f869bc73e,medium,possible_existing_athlete_match,Andrei Cherkasov,MAG,Andrey Cherkasov,RUS,0.938,RUS,RUS: 2019 - Russian Championships (7 results),Andrei Cherkasov: not found 2020-2025 | Andrey Cherkasov: not found 2020-2025,,,,
athlete_match_9df0722418494949,medium,possible_existing_athlete_match,Andrei Lagutov,MAG,Andrey Lagutov,RUS,0.929,RUS,RUS: 2019 - Russian Championships (7 results),Andrei Lagutov: 2020: RUS:15 / 2021: RUS:12 / 2022: RUS:29 | Andrey Lagutov: 2023: RUS:7,,,,
athlete_match_ffa2a64ac1debb5b,medium,possible_existing_athlete_match,Andrei Makolov,MAG,Andrey Makolov,RUS,0.929,RUS,RUS: 2019 - Russian Cup (8 results),Andrei Makolov: not found 2020-2025 | Andrey Makolov: not found 2020-2025,,,,
athlete_match_d7d19cef6d10332a,medium,possible_existing_athlete_match,Angelina Deineka,WAG,Anhelina Deineka,UKR,0.938,UKR,UKR: 2019 - Stella Zakharova Cup (7 results); 2019 - Ukrainian Championships (5 results),Angelina Deineka: 2020: UKR:1 | Anhelina Deineka: not found 2020-2025,,,,
athlete_match_7d19df797b1e140a,medium,possible_existing_athlete_match,Anna Av-Reyni,WAG,Anna av Reyni,DEN,0.923,DEN,DEN: 2019 - Danish Championships (6 results),Anna Av-Reyni: not found 2020-2025 | Anna av Reyni: 2021: DEN:3 / 2023: DEN:11 / 2024: DEN:9 / 2025: DEN:15,,,,
athlete_match_e3597def48807759,medium,possible_existing_athlete_match,Anton Stephenson,MAG,Anthony Stephenson,USA,0.941,USA,USA: 2019 - Winter Cup Challenge (13 results),Anton Stephenson: not found 2020-2025 | Anthony Stephenson: not found 2020-2025,,,,
athlete_match_fe5afaa221d5d8bd,medium,possible_existing_athlete_match,Antonio Quetglas,MAG,Toni Quetglas,ESP,0.897,ESP,ESP: 2019 - Spanish Championships (7 results),Antonio Quetglas: 2020: ESP:7 | Toni Quetglas: 2020: ESP:1 / 2022: ESP:5,,,,
athlete_match_24825a9ed654f123,medium,possible_existing_athlete_match,Anubhab Ghosh,MAG,Anubhav Ghosh,IND,0.923,IND,IND: 2019 - Indian Championships (8 results),Anubhab Ghosh: not found 2020-2025 | Anubhav Ghosh: not found 2020-2025,,,,
athlete_match_2aeea8494a04d506,medium,possible_existing_athlete_match,Aoka Mori,WAG,Aoika Mori,JPN,0.947,JPN,JPN: 2019 - All-Japan Championships (10 results); 2019 - All-Japan Event Championships (2 results); 2019 - All-Japan Junior Championships (5 results); 2019 - Cottbus World Cup (1 result); 2019 - Japanese International Trials (5 results); 2019 - NHK Trophy (5 results),Aoka Mori: 2020: JPN:17 / 2021: JPN:13 / 2022: JPN:18 / 2023: JPN:25 | Aoika Mori: not found 2020-2025,,,,
athlete_match_7c053ce6f0b0b3f2,medium,possible_existing_athlete_match,Arkadiusz Bejger,MAG,Arkadlusz Bejger,POL,0.938,POL,POL: 2019 - Polish Championships (10 results); 2019 - Polish Men's Cup (3 results),Arkadiusz Bejger: 2020: POL:4 | Arkadlusz Bejger: not found 2020-2025,,,,
athlete_match_64deafd43ab79e19,medium,possible_existing_athlete_match,Arkadiy Poltev,MAG,Arkadii Poltyev,RUS,0.897,RUS,RUS: 2019 - Russian Junior Championships (15 results),Arkadiy Poltev: 2020: RUS:15 / 2022: RUS:10 | Arkadii Poltyev: not found 2020-2025,,,,
athlete_match_713840d2a4b58256,medium,possible_existing_athlete_match,Armen Vartanyan,MAG,Armen Bartanyan,RUS,0.933,RUS,RUS: 2019 - Russian Championships (3 results),Armen Vartanyan: not found 2020-2025 | Armen Bartanyan: not found 2020-2025,,,,
athlete_match_fbdf7259aa626d03,medium,possible_existing_athlete_match,Artem Pleshkin,MAG,Artyom Pleshkin,RUS,0.897,RUS,RUS: 2019 - Larisa Latynina Cup (11 results); 2019 - Russian Championships (17 results),Artem Pleshkin: 2020: RUS:30 | Artyom Pleshkin: 2021: RUS:18 / 2022: RUS:17 / 2023: RUS:19 / 2024: RUS:14 / 2025: RUS:7,,,,
athlete_match_005f9b04a7f2c302,medium,possible_existing_athlete_match,Azuki Kokufugata,WAG,Azuki Kokubugata,JPN,0.938,JPN,JPN: 2019 - All-Japan Championships (5 results); 2019 - All-Japan Event Championships (4 results); 2019 - All-Japan Junior Championships (5 results); 2019 - All-Japan Team Championships (5 results); 2019 - International Gymnix (7 results),Azuki Kokufugata: 2020: JPN:20 / 2021: JPN:10 / 2022: JPN:19 / 2023: JPN:18 / 2024: JPN:32 / 2025: JPN:24 | Azuki Kokubugata: not found 2020-2025,,,,
athlete_match_d9bb38bc353b53f6,medium,possible_existing_athlete_match,Balasz Kiss,MAG,Balazs Kiss,HUN,0.909,HUN,HUN: 2019 - Hungarian National League Championships (3 results),Balasz Kiss: not found 2020-2025 | Balazs Kiss: 2020: HUN:29 / 2021: HUN:4 / 2022: HUN:53 / 2023: HUN:44 / 2024: HUN:50 / 2025: HUN:30,,,,
athlete_match_29d760e0fcf70891,medium,possible_existing_athlete_match,Barbara Hajkova,WAG,Barbora Hajkova,CZE,0.933,CZE,CZE: 2019 - Barborka Cup (5 results),Barbara Hajkova: not found 2020-2025 | Barbora Hajkova: 2021: CZE:10 / 2022: CZE:7 / 2023: CZE:10,,,,
athlete_match_aaf360ab9510c52a,medium,possible_existing_athlete_match,Beatriz Stritzl,WAG,Beatrice Stritzl,AUT,0.903,AUT,AUT: 2019 - Austrian Championships (3 results),Beatriz Stritzl: not found 2020-2025 | Beatrice Stritzl: not found 2020-2025,,,,
athlete_match_452beb376eec13f1,medium,possible_existing_athlete_match,Bram Vanmullen,MAG,Bram Vanmullem,BEL,0.929,BEL,BEL: 2019 - Lingvallen Cup (7 results),Bram Vanmullen: not found 2020-2025 | Bram Vanmullem: 2021: BEL:5,,,,
athlete_match_03ee5908f9cd2859,medium,possible_existing_athlete_match,Bruno da Silva,MAG,Bruno Silva,BRA,0.88,BRA,BRA: 2019 - Brazilian Championships (7 results),Bruno da Silva: not found 2020-2025 | Bruno Silva: 2021: BRA:7 / 2022: BRA:50 / 2023: BRA:17,,,,
athlete_match_9513802636b32a77,medium,possible_existing_athlete_match,Caitlyn Firth,WAG,Caitlin Firth,GBR,0.923,GBR,GBR: 2019 - English Championships (5 results),Caitlyn Firth: not found 2020-2025 | Caitlin Firth: not found 2020-2025,,,,
athlete_match_91f6cc27a5f63faa,medium,possible_existing_athlete_match,Carolina Martin,WAG,Carla Martin,ESP,0.889,ESP,ESP: 2019 - 1st Spanish League (5 results); 2019 - 2nd Spanish League (5 results); 2019 - 3rd Spanish League (5 results); 2019 - Spanish League Finals (5 results); 2020 - 1st Spanish League (2020 season) (5 results),Carolina Martin: 2020: ESP:1 / 2021: ESP:15 / 2022: ESP:15 / 2023: ESP:15 | Carla Martin: not found 2020-2025,,,,
athlete_match_ccd2aa0336bbec88,medium,possible_existing_athlete_match,Cauã Siqueira,MAG,Caua Siqueira,BRA,0.923,BRA,BRA: 2019 - Brazilian Championships (7 results),Cauã Siqueira: not found 2020-2025 | Caua Siqueira: 2021: BRA:7 / 2022: BRA:14 / 2023: BRA:18,,,,
athlete_match_077e6c60867220e6,medium,possible_existing_athlete_match,Cen Yu,MAG,Chen Yu,CHN,0.923,CHN,CHN: 2019 - Chinese Championships (9 results); 2019 - Chinese Individual Championships (6 results),Cen Yu: 2020: CHN:4 / 2021: CHN:7 | Chen Yu: 2020: CHN:5 / 2021: CHN:7 / 2022: CHN:3 / 2023: CHN:8 / 2025: CHN:11,,,,
athlete_match_d975265c962bf2e0,medium,possible_existing_athlete_match,Chiou Min-Han,MAG,Chiou Min Han,TPE,0.923,TPE,TPE: 2019 - Junior World Championships (7 results),Chiou Min-Han: 2025: TPE:21 | Chiou Min Han: not found 2020-2025,,,,
athlete_match_ccee2c7479f0b3c8,medium,possible_existing_athlete_match,Céline Sidler,WAG,Celine Sidler,SUI,0.923,SUI,SUI: 2019 - Swiss Turnfest (5 results),Céline Sidler: 2023: SUI:9 | Celine Sidler: 2022: SUI:2,,,,
athlete_match_81ffafd8b273091a,medium,possible_existing_athlete_match,Daisho Ishizawa,MAG,Daisho Ishigawa,JPN,0.933,JPN,JPN: 2019 - All-Japan Championships (7 results),Daisho Ishizawa: 2020: JPN:7 | Daisho Ishigawa: not found 2020-2025,,,,
athlete_match_77a584561295dc9b,medium,possible_existing_athlete_match,Daniel Carrion,MAG,Dawiel Carrion,ESP,0.929,ESP,ESP: 2019 - International Junior Team Cup (7 results); 2019 - Mediterranean Championships (8 results),Daniel Carrion: 2020: ESP:16 / 2021: ESP:9 / 2022: ESP:87 / 2023: ESP:55 / 2024: ESP:35 / 2025: ESP:10 | Dawiel Carrion: not found 2020-2025,,,,
athlete_match_04828e3c10d001ba,medium,possible_existing_athlete_match,Daniel Nendieta,MAG,Daniel Mendieta,ESP,0.933,ESP,ESP: 2019 - Liukin Invitational (7 results),Daniel Nendieta: not found 2020-2025 | Daniel Mendieta: 2021: ESP:1 / 2023: ESP:7 / 2024: ESP:7 / 2025: ESP:4,,,,
athlete_match_bd1212cf6b910797,medium,possible_existing_athlete_match,Daniel Radovsenicky,MAG,Daniel Radovesnicky,CZE,0.947,CZE,CZE: 2019 - Czech Championships (11 results),Daniel Radovsenicky: not found 2020-2025 | Daniel Radovesnicky: 2020: CZE:4 / 2021: CZE:11 / 2022: CZE:2 / 2023: CZE:7 / 2024: CZE:29 / 2025: CZE:24,,,,
athlete_match_f17d0b92b4f0aeec,medium,possible_existing_athlete_match,Daniel Slwinski,MAG,Daniel Siwinski,POL,0.933,POL,POL: 2019 - Polish Men's Cup (4 results),Daniel Slwinski: not found 2020-2025 | Daniel Siwinski: not found 2020-2025,,,,
athlete_match_d8051fb87b17d0f0,medium,possible_existing_athlete_match,Daniela Briceno,WAG,Daniela Briceño,MEX,0.933,MEX,MEX: 2019 - Houston National Invitational (3 results),Daniela Briceno: not found 2020-2025 | Daniela Briceño: 2021: MEX:8,,,,
athlete_match_63712ad38785ba82,medium,possible_existing_athlete_match,David Schlueter,MAG,David Schlüter,GER,0.897,GER,GER: 2019 - RD761 International Cup (6 results),David Schlueter: not found 2020-2025 | David Schlüter: 2020: GER:3 / 2021: GER:13 / 2022: GER:43 / 2023: GER:36 / 2024: GER:4,,,,
athlete_match_cab94322ad10ad33,medium,possible_existing_athlete_match,Denis Zaytsev,MAG,Denis Zaitsev,RUS,0.923,RUS,RUS: 2019 - Russian Championships (7 results),Denis Zaytsev: not found 2020-2025 | Denis Zaitsev: 2022: RUS:2,,,,
